date,Observed,Trend,Seasonal,Remainder
2020-10-01,1951,1975.27638128652,0.998894629225677,0.98880287505145
2020-11-01,1982,1984.21548481373,1.00447157728175,0.994436744701323
2020-12-01,2023,1994.75704889132,1.01160997881694,1.00251936338457
2021-01-01,2060,2005.35461725578,1.00346910275136,1.02369842041355
2021-02-01,2000,2017.41932826728,0.995131234026485,0.996215881104791
2021-03-01,1984,2029.55662357413,0.996366835044083,0.981117974347154
2021-04-01,2015,2040.29637322182,0.990593472803975,0.996979735291214
2021-05-01,2080,2051.09295411095,1.00378529589361,1.01026931578445
2021-06-01,2074,2061.32686468449,0.997661516863,1.00850642268461
2021-07-01,2076,2071.61183726642,1.00090548649947,1.00121165234727
2021-08-01,2081,2086.24248588214,0.998722925094241,0.998762610417683
2021-09-01,2104,2100.97646267695,0.998546603147568,1.00289671744929
2021-10-01,2092,2121.63201585152,0.998894629225677,0.987124524394343
2021-11-01,2088,2142.49064216114,1.00447157728175,0.970228233179412
2021-12-01,2116,2165.4397332871,1.01160997881694,0.965954026948525
2022-01-01,2147,2188.63464148835,1.00346910275136,0.977585543494993
2022-02-01,2208,2214.53753183417,0.995131234026485,1.00192604543096
2022-03-01,2261,2240.74698761378,0.996366835044083,1.01271788036843
2022-04-01,2307,2272.62773699931,0.990593472803975,1.02476392786379
2022-05-01,2350,2304.96207716819,1.00378529589361,1.01569484494149
2022-06-01,2342,2340.32193333942,0.997661516863,1.00306266899436
2022-07-01,2327,2376.22423636514,1.00090548649947,0.978398756956892
2022-08-01,2336,2402.63480838082,0.998722925094241,0.973509188130698
2022-09-01,2434,2429.3389210075,0.998546603147568,1.00337696639773
2022-10-01,2486,2442.53965505383,0.998894629225677,1.01891938067918
2022-11-01,2617,2455.81212029332,1.00447157728175,1.06089140724824
2022-12-01,2646,2465.92860643818,1.01160997881694,1.06070895748586
2023-01-01,2667,2476.08676649248,1.00346910275136,1.07337914181468
2023-02-01,2575,2486.04547441044,0.995131234026485,1.04084918708525
2023-03-01,2500,2496.04423579694,0.996366835044083,1.00523700520006
2023-04-01,2390,2495.89855235579,0.990593472803975,0.966663921346638
2023-05-01,2408,2495.75287741756,1.00378529589361,0.961200686985813
2023-06-01,2455,2484.95932755985,0.997661516863,0.990259440246715
2023-07-01,2502,2474.21245729113,1.00090548649947,1.0103160361029
2023-08-01,2537,2465.87076398813,0.998722925094241,1.0301610769995
2023-09-01,2520,2457.55719431976,0.998546603147568,1.02690097988456
2023-10-01,2482,2459.34135428058,0.998894629225677,1.01033008773309
2023-11-01,2328,2461.12680952224,1.00447157728175,0.941697315339813
2023-12-01,2344,2468.6766391408,1.01160997881694,0.938599449742946
2024-01-01,2359,2476.24962885296,1.00346910275136,0.949356902820652
2024-02-01,2403,2483.76626063472,0.995131234026485,0.972215833846044
2024-03-01,2427,2491.3057090795,0.996366835044083,0.977740240956685
2024-04-01,2459,2505.61536586246,0.990593472803975,0.990714827736875
2024-05-01,2577,2520.00721499801,1.00378529589361,1.01875981243792
2024-06-01,2605,2543.50038852353,0.997661516863,1.02657976353986
2024-07-01,2635,2567.21258094671,1.00090548649947,1.02547651141549
2024-08-01,2599,2591.87366835231,0.998722925094241,1.00403171405975
2024-09-01,2597,2616.77165442245,0.998546603147568,0.993888771693234
2024-10-01,2606,2640.59651104039,0.998894629225677,0.987990316953203
2024-11-01,2655,2664.63828524527,1.00447157728175,0.991947322592402
2024-12-01,2665,2689.84365851568,1.01160997881694,0.979393168476555
2025-01-01,2688,2715.28745470646,1.00346910275136,0.98652806889009
2025-02-01,2721,2749.0493518143,0.995131234026485,0.994639374869801
2025-03-01,2800,2783.23104451113,0.996366835044083,1.00969337844739
2025-04-01,2809,2823.0289391386,0.990593472803975,1.00447919743595
2025-05-01,2809,2863.39591063804,1.00378529589361,0.977303624105176
2025-06-01,2836,2898.58494410844,0.997661516863,0.980701803816989
2025-07-01,2974,2934.20642496482,1.00090548649947,1.01264501844996
2025-08-01,3082,2970.07520033303,0.998722925094241,1.03901105852046
2025-09-01,3093,3006.38244827614,0.998546603147568,1.03030866924042
2025-10-01,3116,3043.38456602087,0.998894629225677,1.02499308882679
2025-11-01,3081,3080.84210044699,1.00447157728175,0.995599352628907
2025-12-01,3118,3118.02209009355,1.01160997881694,0.988516262482896
2026-01-01,3090,3155.65077252769,1.00346910275136,0.97581061817372
2026-02-01,3159,3192.80229776768,0.995131234026485,0.994253757593294
