date,Raw_Data,Trend_LOESS,Seasonal_LOESS,Remainder_LOESS,Resid_LOESS,Year,Month,Month_label,Phase
2012-02-01,1009,1024.4419500774316,0.9951312340264848,0.9897453145477695,-10.454181969053025,2012,2,Feb,Phase 1 Stable (2011-2015)
2012-03-01,1009,1022.6289491609947,0.9963668350440833,0.9902704510011952,-9.913569499997038,2012,3,Mar,Phase 1 Stable (2011-2015)
2012-04-01,1013,1021.911900304869,0.9905934728039755,1.0006922278877497,0.7007417772897497,2012,4,Apr,Phase 1 Stable (2011-2015)
2012-05-01,1013,1021.1953542303852,1.0037852958936078,0.988233985866499,-12.06088081132475,2012,5,May,Phase 1 Stable (2011-2015)
2012-06-01,1014,1020.1123697742256,0.9976615168629996,0.9963380604684999,-3.72685419966308,2012,6,Jun,Phase 1 Stable (2011-2015)
2012-07-01,1038,1019.0305338302762,1.0009054864994733,1.0176937009019653,18.04674777878938,2012,7,Jul,Phase 1 Stable (2011-2015)
2012-08-01,1038,1017.3504776880717,0.9987229250942409,1.0216020158304286,21.948755077345822,2012,8,Aug,Phase 1 Stable (2011-2015)
2012-09-01,1038,1015.6731914222805,0.9985466031475683,1.0234697839181401,23.802984797231943,2012,9,Sep,Phase 1 Stable (2011-2015)
2012-10-01,1029,1014.9669939595623,0.9988946292256771,1.0149479651327038,15.154920892462997,2012,10,Oct,Phase 1 Stable (2011-2015)
2012-11-01,1005,1014.2612875158653,1.0044715772817503,0.9864579104704873,-13.7966352468801,2012,11,Nov,Phase 1 Stable (2011-2015)
2012-12-01,982,1014.5221206494722,1.0116099788169446,0.9568345798290383,-44.30070097953421,2012,12,Dec,Phase 1 Stable (2011-2015)
2013-01-01,955,1014.7830208603928,1.0034691027513583,0.9378344342479902,-63.30340743009117,2013,1,Jan,Phase 1 Stable (2011-2015)
2013-02-01,1001,1013.2145993115752,0.9951312340264848,0.9927783118246626,-7.2814945465781875,2013,2,Feb,Phase 1 Stable (2011-2015)
2013-03-01,1097,1011.6486018732375,0.9963668350440833,1.0883226774551127,89.02688437479048,2013,3,Mar,Phase 1 Stable (2011-2015)
2013-04-01,1097,1010.882247021424,0.9905934728039755,1.095495495047308,95.62664432716144,2013,4,Apr,Phase 1 Stable (2011-2015)
2013-05-01,1034,1010.1164727069205,1.0037852958936078,1.0197841453355154,20.059937556876434,2013,5,May,Phase 1 Stable (2011-2015)
2013-06-01,1026,1011.9253660625716,0.9976615168629996,1.0162853329152404,16.44100434186862,2013,6,Jun,Phase 1 Stable (2011-2015)
2013-07-01,1025,1013.7374987428548,1.0009054864994733,1.0101951612238496,10.344575638023684,2013,7,Jul,Phase 1 Stable (2011-2015)
2013-08-01,1000,1013.1424002711314,0.9987229250942409,0.9882902024864307,-11.848541535784534,2013,8,Aug,Phase 1 Stable (2011-2015)
2013-09-01,999,1012.5476511424988,0.9985466031475683,0.9880562713747543,-12.076017573391141,2013,9,Sep,Phase 1 Stable (2011-2015)
2013-10-01,999,1009.0597548950112,0.9988946292256771,0.9911261275909711,-8.944369732404766,2013,10,Oct,Phase 1 Stable (2011-2015)
2013-11-01,1025,1005.5838733119402,1.0044715772817503,1.0147706859770496,14.919580685263668,2013,11,Nov,Phase 1 Stable (2011-2015)
2013-12-01,1039,1003.7798328236184,1.0116099788169446,1.023208117562699,23.566304580423207,2013,12,Dec,Phase 1 Stable (2011-2015)
2014-01-01,1070,1001.9790288252304,1.0034691027513583,1.0641948204143075,64.54500296906872,2014,1,Jan,Phase 1 Stable (2011-2015)
2014-02-01,968,1000.0885293823123,0.9951312340264848,0.9726499159588655,-27.219332379952903,2014,2,Feb,Phase 1 Stable (2011-2015)
2014-03-01,954,998.2015968684816,0.9963668350440833,0.9592037129399862,-40.57496580779889,2014,3,Mar,Phase 1 Stable (2011-2015)
2014-04-01,955,995.8469619826071,0.9905934728039755,0.9680890475299015,-31.479500451639296,2014,4,Apr,Phase 1 Stable (2011-2015)
2014-05-01,1036,993.4978813910396,1.0037852958936078,1.0388479342510026,38.741435158222885,2014,5,May,Phase 1 Stable (2011-2015)
2014-06-01,1069,993.532075696266,0.9976615168629996,1.0784812329839242,77.79128230881861,2014,6,Jun,Phase 1 Stable (2011-2015)
2014-07-01,1046,993.5662711783962,1.0009054864994733,1.0518208480725646,51.53406797671971,2014,7,Jul,Phase 1 Stable (2011-2015)
2014-08-01,965,996.0625899436668,0.9987229250942409,0.9700534513491641,-29.7905434054843,2014,8,Aug,Phase 1 Stable (2011-2015)
2014-09-01,933,998.5651806684026,0.9985466031475683,0.9357005542097879,-64.11386917787127,2014,9,Sep,Phase 1 Stable (2011-2015)
2014-10-01,960,1000.5661283599303,0.9988946292256771,0.9605185534187897,-39.46013180386376,2014,10,Oct,Phase 1 Stable (2011-2015)
2014-11-01,995,1002.5710855960945,1.0044715772817503,0.9880302766540915,-12.054159685785635,2014,11,Nov,Phase 1 Stable (2011-2015)
2014-12-01,1043,1004.6038701210891,1.0116099788169446,1.0263047922858153,26.7327002273845,2014,12,Dec,Phase 1 Stable (2011-2015)
2015-01-01,1045,1006.6407762619816,1.0034691027513583,1.0345173223050623,34.867083451458484,2015,1,Jan,Phase 1 Stable (2011-2015)
2015-02-01,1036,1012.1096112975417,0.9951312340264848,1.0286126209444482,28.818113539411343,2015,2,Feb,Phase 1 Stable (2011-2015)
2015-03-01,991,1017.6081571866164,0.9963668350440833,0.9774033238970727,-22.911018891070967,2015,3,Mar,Phase 1 Stable (2011-2015)
2015-04-01,974,1024.4530608606344,0.9905934728039755,0.9597794136497358,-40.81651528259829,2015,4,Apr,Phase 1 Stable (2011-2015)
2015-05-01,982,1031.3440065263326,1.0037852958936078,0.9485650284813819,-53.24794875913358,2015,5,May,Phase 1 Stable (2011-2015)
2015-06-01,1039,1038.172505318737,0.9976615168629996,1.0031429013355513,3.2552435782483826,2015,6,Jun,Phase 1 Stable (2011-2015)
2015-07-01,1045,1045.0462154038466,1.0009054864994733,0.9990511493609191,-0.9924906432204352,2015,7,Jul,Phase 1 Stable (2011-2015)
2015-08-01,1063,1054.0187940717324,0.9987229250942409,1.009810519979719,10.327266880375191,2015,8,Aug,Phase 1 Stable (2011-2015)
2015-09-01,1042,1063.0684096847451,0.9985466031475683,0.9816081771398172,-19.52334940418973,2015,9,Sep,Phase 1 Stable (2011-2015)
2015-10-01,1069,1073.9652057702976,0.9988946292256771,0.9964782315153018,-3.7780760191994887,2015,10,Oct,Phase 1 Stable (2011-2015)
2015-11-01,1105,1084.9736975509225,1.0044715772817503,1.013924029410326,15.174758711812274,2015,11,Nov,Phase 1 Stable (2011-2015)
2015-12-01,1107,1094.1949247662083,1.0116099788169446,1.0000916934436361,0.10149533564776902,2015,12,Dec,Phase 1 Stable (2011-2015)
2016-01-01,1121,1103.4945234955194,1.0034691027513583,1.0123517210643316,13.677340616913625,2016,1,Jan,Phase 2 Growth (2016-2019)
2016-02-01,1113,1110.9485179779101,0.9951312340264848,1.0067482255449338,7.4604303647479355,2016,2,Feb,Phase 2 Growth (2016-2019)
2016-03-01,1146,1118.4528634430735,0.9963668350440833,1.0283659033510597,31.610660305232614,2016,3,Mar,Phase 2 Growth (2016-2019)
2016-04-01,1112,1126.8879862290048,0.9905934728039755,0.9961588011460779,-4.287883739668359,2016,4,Apr,Phase 2 Growth (2016-2019)
2016-05-01,1146,1135.386724835271,1.0037852958936078,1.0055414463038579,6.3155004575532985,2016,5,May,Phase 2 Growth (2016-2019)
2016-06-01,1128,1146.1643696895558,0.9976615168629996,0.9864588551250034,-15.484083638806169,2016,6,Jun,Phase 2 Growth (2016-2019)
2016-07-01,1129,1157.0443212082266,1.0009054864994733,0.9748793627891809,-29.09200922037303,2016,7,Jul,Phase 2 Growth (2016-2019)
2016-08-01,1130,1168.918945622215,0.9987229250942409,0.9679413137903912,-37.426148569894394,2016,8,Aug,Phase 2 Growth (2016-2019)
2016-09-01,1125,1180.9154380600885,0.9985466031475683,0.9540373637390468,-54.19909927942399,2016,9,Sep,Phase 2 Growth (2016-2019)
2016-10-01,1184,1193.1730966525636,0.9988946292256771,0.993410101675097,-7.854197982815549,2016,10,Oct,Phase 2 Growth (2016-2019)
2016-11-01,1245,1205.5579872121432,1.0044715772817503,1.0281194951980415,34.05126708040643,2016,11,Nov,Phase 2 Growth (2016-2019)
2016-12-01,1281,1219.315426475712,1.0116099788169446,1.0385321763543038,47.52834725173125,2016,12,Dec,Phase 2 Growth (2016-2019)
2017-01-01,1258,1233.2298612028742,1.0034691027513583,1.0165590336877164,20.491937692569763,2017,1,Jan,Phase 2 Growth (2016-2019)
2017-02-01,1258,1246.8853535806973,0.9951312340264848,1.0138501271240754,17.185439401690928,2017,2,Feb,Phase 2 Growth (2016-2019)
2017-03-01,1253,1260.6920525404778,0.9963668350440833,0.9975227121678423,-3.1117503549851335,2017,3,Mar,Phase 2 Growth (2016-2019)
2017-04-01,1263,1272.4321730366569,0.9905934728039755,1.0020127483263306,2.5369948041090993,2017,4,Apr,Phase 2 Growth (2016-2019)
2017-05-01,1258,1284.2816227135706,1.0037852958936078,0.9758420838829316,-31.143008666264222,2017,5,May,Phase 2 Growth (2016-2019)
2017-06-01,1296,1297.3117344639027,0.9976615168629996,1.0013304770382307,1.722007150573745,2017,6,Jun,Phase 2 Growth (2016-2019)
2017-07-01,1305,1310.4740476015509,1.0009054864994733,0.994921960883967,-6.660664159564249,2017,7,Jul,Phase 2 Growth (2016-2019)
2017-08-01,1314,1327.6480067602374,0.9987229250942409,0.9909857247526989,-11.95250080712276,2017,8,Aug,Phase 2 Growth (2016-2019)
2017-09-01,1283,1345.0470332323314,0.9985466031475683,0.9552583593895625,-60.09214610785898,2017,9,Sep,Phase 2 Growth (2016-2019)
2017-10-01,1334,1364.9206794919373,0.9988946292256771,0.9784276965122688,-29.41193606355796,2017,10,Oct,Phase 2 Growth (2016-2019)
2017-11-01,1385,1385.0879673907536,1.0044715772817503,0.99548510110982,-6.281495278963803,2017,11,Nov,Phase 2 Growth (2016-2019)
2017-12-01,1430,1406.2433976869838,1.0116099788169446,1.005223044924535,7.430146254402189,2017,12,Dec,Phase 2 Growth (2016-2019)
2018-01-01,1448,1427.721949865403,1.0034691027513583,1.0106968694538627,15.32513599014419,2018,1,Jan,Phase 2 Growth (2016-2019)
2018-02-01,1469,1450.9509302981423,0.9951312340264848,1.017392924346204,25.113410220533524,2018,2,Feb,Phase 2 Growth (2016-2019)
2018-03-01,1504,1474.5578453364215,0.9963668350440833,1.0236859882367966,34.799466552726926,2018,3,Mar,Phase 2 Growth (2016-2019)
2018-04-01,1495,1500.1005724039564,0.9905934728039755,1.0060634091912612,9.010164427133304,2018,4,Apr,Phase 2 Growth (2016-2019)
2018-05-01,1505,1526.0857581434996,1.0037852958936078,0.982464192919476,-26.86244429709336,2018,5,May,Phase 2 Growth (2016-2019)
2018-06-01,1508,1552.8564205262164,0.9976615168629996,0.9733898629797295,-41.22509197263321,2018,6,Jun,Phase 2 Growth (2016-2019)
2018-07-01,1553,1580.0966950264615,1.0009054864994733,0.9819620890999435,-28.5274512516703,2018,7,Jul,Phase 2 Growth (2016-2019)
2018-08-01,1588,1607.9594390567956,0.9987229250942409,0.9888499358517531,-17.905954407697664,2018,8,Aug,Phase 2 Growth (2016-2019)
2018-09-01,1635,1636.3135027053158,0.9985466031475683,1.0006516232287455,1.0647101891077,2018,9,Sep,Phase 2 Growth (2016-2019)
2018-10-01,1667,1664.7492905409395,0.9988946292256771,1.0024600710941383,4.090874671399433,2018,10,Oct,Phase 2 Growth (2016-2019)
2018-11-01,1713,1693.679234312144,1.0044715772817503,1.0069051167021088,11.747348101133639,2018,11,Nov,Phase 2 Growth (2016-2019)
2018-12-01,1782,1721.3159288096947,1.0116099788169446,1.0233731241399786,40.69962971955556,2018,12,Dec,Phase 2 Growth (2016-2019)
2019-01-01,1803,1749.4035864337202,1.0034691027513583,1.0270739383271885,47.52755277134656,2019,1,Jan,Phase 2 Growth (2016-2019)
2019-02-01,1812,1774.1947039806275,0.9951312340264848,1.0263052658524632,46.44343482450404,2019,2,Feb,Phase 2 Growth (2016-2019)
2019-03-01,1796,1799.3371409794859,0.9963668350440833,1.0017849999601647,3.2001476650002587,2019,3,Mar,Phase 2 Growth (2016-2019)
2019-04-01,1815,1819.166650038762,0.9905934728039755,1.0071836838134047,12.945390528928328,2019,4,Apr,Phase 2 Growth (2016-2019)
2019-05-01,1835,1839.2146892559388,1.0037852958936078,0.9939460500707522,-11.176661066642282,2019,5,May,Phase 2 Growth (2016-2019)
2019-06-01,1851,1852.4357545202904,0.9976615168629996,1.0015670846802915,2.896135254031833,2019,6,Jun,Phase 2 Growth (2016-2019)
2019-07-01,1854,1865.751858481182,1.0009054864994733,0.992802305590641,-13.441271600403752,2019,7,Jul,Phase 2 Growth (2016-2019)
2019-08-01,1912,1874.3118200235006,0.9987229250942409,1.021412162626638,40.08181656741908,2019,8,Aug,Phase 2 Growth (2016-2019)
2019-09-01,1927,1882.9110541739494,0.9985466031475683,1.02490490344926,46.82556282559585,2019,9,Sep,Phase 2 Growth (2016-2019)
2019-10-01,1906,1891.1633163040183,0.9988946292256771,1.0089605438401503,16.927120355295756,2019,10,Oct,Phase 2 Growth (2016-2019)
2019-11-01,1936,1899.451745745396,1.0044715772817503,1.0147041474997212,28.054708980547957,2019,11,Nov,Phase 2 Growth (2016-2019)
2019-12-01,1910,1906.3025504115155,1.0116099788169446,0.9904405978556462,-18.434682640480787,2019,12,Dec,Phase 2 Growth (2016-2019)
2020-01-01,1906,1913.1780640625734,1.0034691027513583,0.9928039551695135,-13.815075348451046,2020,1,Jan,Phase 3 Pandemic (2020-2021)
2020-02-01,1855,1917.637123768405,0.9951312340264848,0.972069076819693,-53.300597390652,2020,2,Feb,Phase 3 Pandemic (2020-2021)
2020-03-01,1889,1922.1065762410333,0.9963668350440833,0.9863594961622228,-26.123245986697384,2020,3,Mar,Phase 3 Pandemic (2020-2021)
2020-04-01,1958,1926.8844168549924,0.9905934728039755,1.0257973220089782,49.240873815749865,2020,4,Apr,Phase 3 Pandemic (2020-2021)
2020-05-01,1965,1931.6741338972486,1.0037852958936078,1.0134162426653766,26.013907935921907,2020,5,May,Phase 3 Pandemic (2020-2021)
2020-06-01,1943,1939.8047742474694,0.9976615168629996,1.003995014755096,7.731426506181151,2020,6,Jun,Phase 3 Pandemic (2020-2021)
2020-07-01,1928,1947.969637405432,1.0009054864994733,0.9888530931842279,-21.733497613486406,2020,7,Jul,Phase 3 Pandemic (2020-2021)
2020-08-01,1927,1957.1519516548742,0.9987229250942409,0.9858529729968513,-27.65252201065823,2020,8,Aug,Phase 3 Pandemic (2020-2021)
2020-09-01,1972,1966.3775493792516,0.9985466031475683,1.0043189675645703,8.480377561708565,2020,9,Sep,Phase 3 Pandemic (2020-2021)
2020-10-01,1951,1975.276381286523,0.9988946292256771,0.9888028750514497,-22.092968503438442,2020,10,Oct,Phase 3 Pandemic (2020-2021)
2020-11-01,1982,1984.2154848137275,1.0044715772817503,0.9944367447013233,-11.088057697717659,2020,11,Nov,Phase 3 Pandemic (2020-2021)
2020-12-01,2023,1994.7570488913218,1.0116099788169446,1.0025193633845673,5.083864026099036,2020,12,Dec,Phase 3 Pandemic (2020-2021)
2021-01-01,2060,2005.3546172557756,1.0034691027513583,1.0236984204135464,47.68860152405341,2021,1,Jan,Phase 3 Pandemic (2020-2021)
2021-02-01,2000,2017.419328267283,0.9951312340264848,0.9962158811047913,-7.59698568750332,2021,2,Feb,Phase 3 Pandemic (2020-2021)
2021-03-01,1984,2029.5566235741278,0.9963668350440833,0.9811179743471541,-38.182909573309644,2021,3,Mar,Phase 3 Pandemic (2020-2021)
2021-04-01,2015,2040.2963732218154,0.9905934728039755,0.9969797352912136,-6.104269899154133,2021,4,Apr,Phase 3 Pandemic (2020-2021)
2021-05-01,2080,2051.092954110947,1.0037852958936078,1.0102693157844467,21.143052152448945,2021,5,May,Phase 3 Pandemic (2020-2021)
2021-06-01,2074,2061.3268646844886,0.9976615168629996,1.008506422684611,17.49351342842192,2021,6,Jun,Phase 3 Pandemic (2020-2021)
2021-07-01,2076,2071.6118372664196,1.0009054864994733,1.0012116523472714,2.5123461827865867,2021,7,Jul,Phase 3 Pandemic (2020-2021)
2021-08-01,2081,2086.2424858821414,0.9987229250942409,0.9987626104176834,-2.578197956092936,2021,8,Aug,Phase 3 Pandemic (2020-2021)
2021-09-01,2104,2100.976462676949,0.9985466031475683,1.0028967174492855,6.077089900938972,2021,9,Sep,Phase 3 Pandemic (2020-2021)
2021-10-01,2092,2121.632015851519,0.9988946292256771,0.9871245243943431,-27.286825827328812,2021,10,Oct,Phase 3 Pandemic (2020-2021)
2021-11-01,2088,2142.490642161142,1.0044715772817503,0.9702282331794115,-64.07095464299255,2021,11,Nov,Phase 3 Pandemic (2020-2021)
2021-12-01,2116,2165.439733287098,1.0116099788169446,0.9659540269485253,-74.5804427199314,2021,12,Dec,Phase 3 Pandemic (2020-2021)
2022-01-01,2147,2188.6346414883506,1.0034691027513583,0.9775855434949929,-49.22723994485568,2022,1,Jan,Phase 4 Acceleration (2022-2026)
2022-02-01,2208,2214.5375318341744,0.9951312340264848,1.0019260454309635,4.244533147892071,2022,2,Feb,Phase 4 Acceleration (2022-2026)
2022-03-01,2261,2240.7469876137843,0.9963668350440833,1.0127178803684327,28.39401581669017,2022,3,Mar,Phase 4 Acceleration (2022-2026)
2022-04-01,2307,2272.627736999314,0.9905934728039755,1.0247639278637948,55.7497976152099,2022,4,Apr,Phase 4 Acceleration (2022-2026)
2022-05-01,2350,2304.962077168188,1.0037852958936078,1.0156948449414855,36.312959346185835,2022,5,May,Phase 4 Acceleration (2022-2026)
2022-06-01,2342,2340.3219333394227,0.9976615168629996,1.0030626689943585,7.150870036843571,2022,6,Jun,Phase 4 Acceleration (2022-2026)
2022-07-01,2327,2376.224236365137,1.0009054864994733,0.9783987569568922,-51.375875330887084,2022,7,Jul,Phase 4 Acceleration (2022-2026)
2022-08-01,2336,2402.634808380822,0.9987229250942409,0.9735091881306984,-63.56646375933542,2022,8,Aug,Phase 4 Acceleration (2022-2026)
2022-09-01,2434,2429.3389210074984,0.9985466031475683,1.0033769663977254,8.19187253378368,2022,9,Sep,Phase 4 Acceleration (2022-2026)
2022-10-01,2486,2442.539655053835,0.9988946292256771,1.0189193806791832,46.16025689598655,2022,10,Oct,Phase 4 Acceleration (2022-2026)
2022-11-01,2617,2455.8121202933185,1.0044715772817503,1.0608914072482383,150.20652602133077,2022,11,Nov,Phase 4 Acceleration (2022-2026)
2022-12-01,2646,2465.9286064381777,1.0116099788169446,1.0607089574858566,151.44201467697758,2022,12,Dec,Phase 4 Acceleration (2022-2026)
2023-01-01,2667,2476.0867664924835,1.0034691027513583,1.073379141814678,182.3234340932754,2023,1,Jan,Phase 4 Acceleration (2022-2026)
2023-02-01,2575,2486.045474410441,0.9951312340264848,1.0408491870852499,101.05849920397986,2023,2,Feb,Phase 4 Acceleration (2022-2026)
2023-03-01,2500,2496.0442357969364,0.9963668350440833,1.005237005200061,13.024304648979069,2023,3,Mar,Phase 4 Acceleration (2022-2026)
2023-04-01,2390,2495.898552355787,0.9905934728039755,0.9666639213466377,-82.42081474453425,2023,4,Apr,Phase 4 Acceleration (2022-2026)
2023-05-01,2408,2495.7528774175576,1.0037852958936078,0.961200686985813,-97.20004053590583,2023,5,May,Phase 4 Acceleration (2022-2026)
2023-06-01,2455,2484.9593275598518,0.9976615168629996,0.9902594402467154,-24.148292076221423,2023,6,Jun,Phase 4 Acceleration (2022-2026)
2023-07-01,2502,2474.2124572911325,1.0009054864994733,1.0103160361028993,25.547176731961827,2023,7,Jul,Phase 4 Acceleration (2022-2026)
2023-08-01,2537,2465.8707639881272,0.9987229250942409,1.0301610769995002,74.27833768540722,2023,8,Aug,Phase 4 Acceleration (2022-2026)
2023-09-01,2520,2457.55719431976,0.9985466031475683,1.0269009798845627,66.01461157113499,2023,9,Sep,Phase 4 Acceleration (2022-2026)
2023-10-01,2482,2459.3413542805774,0.9988946292256771,1.0103300877330919,25.37712977652791,2023,10,Oct,Phase 4 Acceleration (2022-2026)
2023-11-01,2328,2461.1268095222445,1.0044715772817503,0.941697315339813,-144.13192825121087,2023,11,Nov,Phase 4 Acceleration (2022-2026)
2023-12-01,2344,2468.676639140803,1.0116099788169446,0.9385994497429456,-153.33792262711404,2023,12,Dec,Phase 4 Acceleration (2022-2026)
2024-01-01,2359,2476.2496288529615,1.0034691027513583,0.9493569028206523,-125.83999325346531,2024,1,Jan,Phase 4 Acceleration (2022-2026)
2024-02-01,2403,2483.766260634719,0.9951312340264848,0.9722158338460442,-68.67338397877575,2024,2,Feb,Phase 4 Acceleration (2022-2026)
2024-03-01,2427,2491.305709079502,0.9963668350440833,0.9777402409566851,-55.254384482799196,2024,3,Mar,Phase 4 Acceleration (2022-2026)
2024-04-01,2459,2505.615365862462,0.9905934728039755,0.9907148277368751,-23.046226780699726,2024,4,Apr,Phase 4 Acceleration (2022-2026)
2024-05-01,2577,2520.0072149980083,1.0037852958936078,1.018759812437919,47.4538120391976,2024,5,May,Phase 4 Acceleration (2022-2026)
2024-06-01,2605,2543.500388523532,0.9976615168629996,1.0265797635398592,67.44754424398434,2024,6,Jun,Phase 4 Acceleration (2022-2026)
2024-07-01,2635,2567.2125809467084,1.0009054864994733,1.0254765114154885,65.46284271996637,2024,7,Jul,Phase 4 Acceleration (2022-2026)
2024-08-01,2599,2591.8736683523093,0.9987229250942409,1.004031714059752,10.436348468441338,2024,8,Aug,Phase 4 Acceleration (2022-2026)
2024-09-01,2597,2616.7716544224522,0.9985466031475683,0.9938887716932338,-15.968446736382248,2024,9,Sep,Phase 4 Acceleration (2022-2026)
2024-10-01,2606,2640.5965110403895,0.9988946292256771,0.9879903169532027,-31.677672830306165,2024,10,Oct,Phase 4 Acceleration (2022-2026)
2024-11-01,2655,2664.6382852452725,1.0044715772817503,0.9919473225924017,-21.553421265657562,2024,11,Nov,Phase 4 Acceleration (2022-2026)
2024-12-01,2665,2689.8436585156787,1.0116099788169446,0.9793931684765551,-56.07268641193832,2024,12,Dec,Phase 4 Acceleration (2022-2026)
2025-01-01,2688,2715.287454706456,1.0034691027513583,0.9865280688900897,-36.70706588630674,2025,1,Jan,Phase 4 Acceleration (2022-2026)
2025-02-01,2721,2749.0493518142994,0.9951312340264848,0.9946393748698014,-14.664873870672182,2025,2,Feb,Phase 4 Acceleration (2022-2026)
2025-03-01,2800,2783.2310445111307,0.9963668350440833,1.0096933784473945,26.88089298400655,2025,3,Mar,Phase 4 Acceleration (2022-2026)
2025-04-01,2809,2823.0289391385986,0.9905934728039755,1.0044791974359522,12.525959352572954,2025,4,Apr,Phase 4 Acceleration (2022-2026)
2025-05-01,2809,2863.395910638036,1.0037852958936078,0.977303624105176,-65.2347114203476,2025,5,May,Phase 4 Acceleration (2022-2026)
2025-06-01,2836,2898.5849441084356,0.9976615168629996,0.9807018038169888,-55.806652095474874,2025,6,Jun,Phase 4 Acceleration (2022-2026)
2025-07-01,2974,2934.206424964815,1.0009054864994733,1.0126450184499565,37.13669073071151,2025,7,Jul,Phase 4 Acceleration (2022-2026)
2025-08-01,3082,2970.0752003330344,0.9987229250942409,1.0390110585204568,115.71780817352828,2025,8,Aug,Phase 4 Acceleration (2022-2026)
2025-09-01,3093,3006.3824482761424,0.9985466031475683,1.0303086692404224,90.98701851138821,2025,9,Sep,Phase 4 Acceleration (2022-2026)
2025-10-01,3116,3043.3845660208676,0.9988946292256771,1.0249930888267873,75.97950233343727,2025,10,Oct,Phase 4 Acceleration (2022-2026)
2025-11-01,3081,3080.8421004469924,1.0044715772817503,0.9955993526289065,-13.618323992011028,2025,11,Nov,Phase 4 Acceleration (2022-2026)
2025-12-01,3118,3118.0220900935537,1.0116099788169446,0.988516262482896,-36.222260510305205,2025,12,Dec,Phase 4 Acceleration (2022-2026)
2026-01-01,3090,3155.6507725276924,1.0034691027513583,0.9758106181737201,-76.59804930499422,2026,1,Jan,Phase 4 Acceleration (2022-2026)
2026-02-01,3159,3192.802297767684,0.9951312340264848,0.9942537575932936,-18.257290580151675,2026,2,Feb,Phase 4 Acceleration (2022-2026)
